position,hand,action_history,stack_bb,prob_fold,prob_check,prob_call,prob_raise_2bb,prob_raise_3bb,prob_raise_4bb,prob_all_in
btn,TT,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,TT,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,TT,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,TT,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,TT,,100.0,3.153937375419473e-06,0.0,3.153937375419473e-06,3.153937375419473e-06,3.153937375419473e-06,3.153937375419473e-06,0.9999842303131229
bb,97o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,97o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,97o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,97o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,97o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,97o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,97o,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,97o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,K5o,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,K5o,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,K5o,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,K5o,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,K5o,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,K5o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,K5o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,K5o,,100.0,3.646175162254794e-05,0.0,3.646175162254794e-05,3.646175162254794e-05,3.646175162254794e-05,3.646175162254794e-05,0.9998176912418874
bb,A4o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,A4o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A4o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A4o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,A4o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A4o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,A4o,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,A4o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,88,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,88,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,88,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,88,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,88,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,88,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,88,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,88,,100.0,4.123983438082512e-06,0.0,4.123983438082512e-06,4.123983438082512e-06,4.123983438082512e-06,4.123983438082512e-06,0.9999793800828095
bb,AA,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,AA,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,AA,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,AA,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,AA,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,AA,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,AA,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,AA,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q9o,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q9o,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,Q9o,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,Q9o,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q9o,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,Q9o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q9o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q9o,,100.0,3.648569760653824e-05,0.0,3.648569760653824e-05,3.648569760653824e-05,3.648569760653824e-05,3.648569760653824e-05,0.9998175715119674
bb,82s,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,82s,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,82s,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,82s,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,82s,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,82s,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,82s,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,82s,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A7s,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A7s,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,A7s,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,A7s,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A7s,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,A7s,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A7s,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,A7s,,100.0,0.00010787486515641854,0.0,0.00010787486515641854,0.00010787486515641854,0.00010787486515641854,0.00010787486515641854,0.999460625674218
bb,66,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,66,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,66,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,66,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,66,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,66,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,66,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,66,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,77,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,77,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,77,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,77,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,77,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,77,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,77,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,77,,100.0,4.815703044487463e-06,0.0,4.815703044487463e-06,4.815703044487463e-06,4.815703044487463e-06,4.815703044487463e-06,0.9999759214847775
bb,A8o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,A8o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A8o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A8o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,A8o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,A8o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,A8o,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,A8o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,22,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,22,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,22,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,22,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,22,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,22,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,22,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,22,,100.0,3.664614482556435e-05,0.0,3.664614482556435e-05,3.664614482556435e-05,3.664614482556435e-05,3.664614482556435e-05,0.9998167692758723
bb,KK,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,KK,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,KK,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,KK,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,KK,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,KK,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,KK,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,KK,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J4o,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J4o,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,J4o,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J4o,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J4o,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,J4o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J4o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,J4o,,100.0,3.715262297518205e-05,0.0,3.715262297518205e-05,3.715262297518205e-05,3.715262297518205e-05,3.715262297518205e-05,0.9998142368851242
btn,64s,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,64s,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,64s,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,64s,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,64s,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,64s,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,64s,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,64s,,100.0,0.00011314777098891151,0.0,0.00011314777098891151,0.00011314777098891151,0.00011314777098891151,0.00011314777098891151,0.9994342611450555
bb,44,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,44,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,44,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,44,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,44,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,44,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,44,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,44,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AA,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AA,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,AA,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,AA,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AA,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,AA,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AA,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,AA,,100.0,2.1744708425204725e-06,0.0,2.1744708425204725e-06,2.1744708425204725e-06,2.1744708425204725e-06,2.1744708425204725e-06,0.9999891276457875
bb,JJ,raise_2bb_raise_3bb_raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,JJ,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,JJ,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,JJ,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,JJ,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,JJ,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,JJ,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,JJ,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,63o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,63o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,63o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,63o,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,63o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,63o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,63o,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,63o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,55,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,55,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,55,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,55,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,55,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,55,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,55,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,55,,100.0,7.408724513987671e-06,0.0,7.408724513987671e-06,7.408724513987671e-06,7.408724513987671e-06,7.408724513987671e-06,0.9999629563774302
bb,J8o,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,J8o,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,J8o,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,J8o,raise_2bb,100.0,0.19999999999999998,0.0,0.19999999999999998,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998
bb,J8o,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,J8o,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,J8o,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,J8o,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,AJo,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,AJo,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,AJo,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,AJo,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,AJo,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,AJo,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,AJo,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,AJo,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,QQ,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,QQ,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,QQ,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,QQ,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,QQ,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,QQ,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,QQ,raise_4bb,100.0,0.33333333333333337,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333337
bb,QQ,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,JJ,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,JJ,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,JJ,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,JJ,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,JJ,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,JJ,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,JJ,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,JJ,,100.0,2.825098172161482e-06,0.0,2.825098172161482e-06,2.825098172161482e-06,2.825098172161482e-06,2.825098172161482e-06,0.9999858745091391
btn,KK,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,KK,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,KK,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,KK,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,KK,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,KK,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,KK,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,KK,,100.0,2.3399037831564365e-06,0.0,2.3399037831564365e-06,2.3399037831564365e-06,2.3399037831564365e-06,2.3399037831564365e-06,0.9999883004810843
bb,T5s,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T5s,raise_2bb_raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T5s,raise_2bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T5s,raise_2bb,100.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2
bb,T5s,raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bb,T5s,raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
bb,T5s,raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
bb,T5s,all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q5o,raise_2bb_raise_3bb_raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q5o,raise_2bb_raise_3bb,100.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25
btn,Q5o,raise_2bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,Q5o,raise_2bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q5o,raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
btn,Q5o,raise_3bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q5o,raise_4bb_all_in,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
btn,Q5o,,100.0,3.7243947858472994e-05,0.0,3.7243947858472994e-05,3.7243947858472994e-05,3.7243947858472994e-05,3.7243947858472994e-05,0.9998137802607077
bb,77,raise_2bb_raise_3bb_raise_4bb,100.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
